Region,Regional District,Year,Gender,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
0,British Columbia,2028,M,2804872,23369,23505,23629,23817,24000,24169,24274,24347,24986,25507,26006,26669,26801,27832,28038,29022,29116,29983,33084,34438,34414,33562,32828,32861,32361,31270,33072,37392,41118,42957,43687,44514,44926,45463,45347,44936,44758,44530,44578,43732,42115,41475,41679,40970,39968,38681,37583,36138,34729,32957,31691,31427,30843,30796,30529,30642,31320,33298,33618,33262,32571,32257,33533,35262,36651,37223,35633,35422,34744,33533,33302,31744,31040,29848,27943,26691,25170,23900,23024,21323,20636,19428,15277,13444,12549,11227,9535,8280,7140,6131,25792
0,British Columbia,2028,F,2891091,22177,22275,22364,22483,22624,22771,22848,22881,23387,23792,24586,24912,24901,25318,26094,27384,28041,28912,31624,32918,33496,32617,31795,32161,32260,31576,33537,37789,40817,41692,42036,41814,42860,42481,42367,42498,43016,42860,43051,42399,41527,40661,40676,39906,39490,38818,38331,36858,36066,34353,33346,33141,33602,33344,33328,33639,34181,36575,36803,36684,35509,34648,36153,37758,39782,39826,38310,38451,38201,37316,36775,35634,34747,33882,32255,30375,28693,27401,26620,24806,23889,22931,18186,16297,15373,13888,12090,10978,9453,8313,45808
0,British Columbia,2028,T,5695963,45546,45780,45993,46300,46624,46940,47122,47228,48373,49299,50592,51581,51702,53150,54132,56406,57157,58895,64708,67356,67910,66179,64623,65022,64621,62846,66609,75181,81935,84649,85723,86328,87786,87944,87714,87434,87774,87390,87629,86131,83642,82136,82355,80876,79458,77499,75914,72996,70795,67310,65037,64568,64445,64140,63857,64281,65501,69873,70421,69946,68080,66905,69686,73020,76433,77049,73943,73873,72945,70849,70077,67378,65787,63730,60198,57066,53863,51301,49644,46129,44525,42359,33463,29741,27922,25115,21625,19258,16593,14444,71600
0,British Columbia,2029,M,2838492,23527,23688,23830,24026,24216,24401,24531,24638,24695,25334,25831,26271,26978,27241,28529,29014,29854,30511,32657,34629,35352,35129,34234,33479,33592,33227,32397,34254,38739,42421,44153,44749,45481,45859,46294,46036,45485,45255,44933,44986,44091,42424,41769,41916,41127,40075,38712,37578,36137,34694,32875,31600,31303,30760,30745,30490,30588,31283,33249,33585,33241,32547,32219,33460,35109,36462,36969,35381,35139,34389,33196,32891,31311,30544,29268,27339,26019,24467,23149,22223,20467,19740,18485,14445,12638,11718,10409,8769,7546,6438,27057
0,British Columbia,2029,F,2928547,22328,22450,22559,22689,22832,22990,23092,23172,23185,23690,24083,24823,25168,25320,26051,27191,28321,29377,31326,33018,33920,34216,33435,32674,33250,33521,33040,34865,39193,42144,42999,42991,42639,43687,43171,43132,43072,43487,43288,43415,42731,41845,40934,40925,40094,39659,38953,38416,36938,36126,34404,33408,33232,33693,33417,33394,33661,34190,36613,36861,36773,35585,34715,36235,37767,39778,39775,38233,38353,38034,37126,36562,35342,34413,33460,31792,29851,28143,26805,25986,24139,23189,22179,17513,15611,14645,13150,11375,10261,8775,47684
0,British Columbia,2029,T,5767039,45855,46138,46389,46715,47048,47391,47623,47810,47880,49024,49914,51094,52146,52561,54580,56205,58175,59888,63983,67647,69272,69345,67669,66153,66842,66748,65437,69119,77932,84565,87152,87740,88120,89546,89465,89168,88557,88742,88221,88401,86822,84269,82703,82841,81221,79734,77665,75994,73075,70820,67279,65008,64535,64453,64162,63884,64249,65473,69862,70446,70014,68132,66934,69695,72876,76240,76744,73614,73492,72423,70322,69453,66653,64957,62728,59131,55870,52610,49954,48209,44606,42929,40664,31958,28249,26363,23559,20144,17807,15213,74741
0,British Columbia,2030,M,2871695,23655,23846,24013,24227,24424,24615,24762,24894,24986,25043,25657,26095,26579,27417,27938,29505,29846,31249,33185,34201,35542,36066,35800,34884,34209,34455,34351,33578,35601,40042,43615,45213,45714,46413,46688,46981,46584,45982,45657,45340,45344,44398,42716,42005,42071,41231,40102,38703,37573,36098,34607,32780,31475,31218,30709,30706,30438,30555,31245,33221,33565,33216,32510,32159,33325,34938,36221,36711,35107,34788,34051,32797,32451,30822,29962,28646,26664,25306,23712,22358,21346,19593,18797,17495,13592,11813,10876,9583,8003,6814,28427
0,British Columbia,2030,F,2965673,22449,22600,22733,22883,23037,23198,23311,23416,23476,23487,23981,24320,25079,25586,26053,27149,28129,29657,31792,32720,34021,34640,35033,34313,33762,34509,34983,34366,36269,40520,43449,43952,43815,43465,44375,43935,43705,43542,43914,43652,43746,43049,42117,41183,41112,40262,39792,39037,38493,36996,36174,34464,33498,33323,33765,33483,33417,33672,34235,36672,36951,36847,35651,34805,36254,37776,39732,39695,38142,38191,37845,36916,36268,35010,33993,32988,31256,29291,27543,26179,25302,23446,22444,21376,16791,14887,13884,12390,10648,9541,49865
0,British Columbia,2030,T,5837368,46104,46446,46746,47110,47461,47813,48073,48310,48462,48530,49638,50415,51658,53003,53991,56654,57975,60906,64977,66921,69563,70706,70833,69197,67971,68964,69334,67944,71870,80562,87064,89165,89529,89878,91063,90916,90289,89524,89571,88992,89090,87447,84833,83188,83183,81493,79894,77740,76066,73094,70781,67244,64973,64541,64474,64189,63855,64227,65480,69893,70516,70063,68161,66964,69579,72714,75953,76406,73249,72979,71896,69713,68719,65832,63955,61634,57920,54597,51255,48537,46648,43039,41241,38871,30383,26700,24760,21973,18651,16355,78292
0,British Columbia,2031,M,2904510,23753,23973,24170,24410,24625,24824,24977,25125,25242,25333,25366,25921,26404,27018,28114,28914,30337,31241,33923,34729,35114,36256,36735,36447,35611,35070,35577,35529,34923,36904,41236,44674,46176,46645,47241,47375,47528,47079,46383,46063,45697,45649,44688,42952,42160,42173,41255,40089,38694,37529,36006,34506,32650,31389,31165,30670,30653,30406,30522,31228,33205,33541,33178,32452,32037,33172,34715,35977,36431,34764,34454,33649,32368,31953,30246,29338,27952,25946,24540,22917,21492,20451,18674,17808,16481,12721,10979,10029,8760,7239,29995
0,British Columbia,2031,F,3002325,22543,22722,22883,23057,23231,23402,23518,23634,23719,23777,23777,24217,24575,25497,26320,27151,28086,29466,32072,33186,33723,34740,35456,35909,35399,35019,35969,36307,35768,37594,41823,44401,44773,44639,44152,45138,44507,44174,43968,44276,43982,44062,43320,42364,41369,41278,40394,39875,39113,38549,37042,36231,34552,33589,33396,33831,33506,33430,33720,34303,36765,37027,36910,35740,34833,36274,37744,39656,39600,37987,38007,37636,36626,35933,34591,33523,32443,30680,28678,26912,25502,24588,22706,21645,20513,16026,14125,13095,11613,9912,52561
0,British Columbia,2031,T,5906835,46296,46695,47053,47467,47856,48226,48495,48759,48961,49110,49143,50138,50979,52515,54434,56065,58423,60707,65995,67915,68837,70996,72191,72356,71010,70089,71546,71836,70691,74498,83059,89075,90949,91284,91393,92513,92035,91253,90351,90339,89679,89711,88008,85316,83529,83451,81649,79964,77807,76078,73048,70737,67202,64978,64561,64501,64159,63836,64242,65531,69970,70568,70088,68192,66870,69446,72459,75633,76031,72751,72461,71285,68994,67886,64837,62861,60395,56626,53218,49829,46994,45039,41380,39453,36994,28747,25104,23124,20373,17151,82556
0,British Columbia,2032,M,2936946,23826,24071,24297,24566,24807,25024,25184,25339,25472,25589,25656,25629,26230,26842,27716,29090,29747,31733,33915,35467,35642,35828,36924,37381,37172,36470,36189,36752,36871,36225,38098,42295,45637,47105,47472,47926,47920,48022,47478,46788,46420,46003,45938,44921,43104,42261,42194,41239,40077,38647,37432,35900,34370,32560,31334,31124,30618,30621,30375,30510,31224,33185,33504,33119,32331,31898,32969,34490,35710,36081,34438,34055,33217,31882,31366,29628,28640,27214,25175,23733,22047,20609,19511,17712,16797,15446,11841,10142,9185,7943,31811
0,British Columbia,2032,F,3038422,22612,22815,23004,23207,23404,23596,23722,23840,23937,24020,24067,24013,24472,24994,26231,27418,28089,29423,31880,33466,34188,34442,35556,36332,36994,36655,36477,37291,37705,37091,38896,42773,45220,45595,45324,44914,45709,44975,44600,44330,44606,44298,44333,43565,42549,41534,41408,40475,39949,39167,38592,37097,36315,34640,33661,33463,33853,33520,33479,33790,34405,36843,37091,36997,35766,34863,36253,37684,39566,39441,37811,37803,37347,36296,35512,34123,32980,31857,30051,28033,26228,24794,23824,21910,20784,19597,15220,13334,12285,10822,55331
0,British Columbia,2032,T,5975368,46438,46886,47301,47773,48211,48620,48906,49179,49409,49609,49723,49642,50702,51836,53947,56508,57836,61156,65795,68933,69830,70270,72480,73713,74166,73125,72666,74043,74576,73316,76994,85068,90857,92700,92796,92840,93629,92997,92078,91118,91026,90301,90271,88486,85653,83795,83602,81714,80026,77814,76024,72997,70685,67200,64995,64587,64471,64141,63854,64300,65629,70028,70595,70116,68097,66761,69222,72174,75276,75522,72249,71858,70564,68178,66878,63751,61620,59071,55226,51766,48275,45403,43335,39622,37581,35043,27061,23476,21470,18765,87142
0,British Columbia,2033,M,2968990,23882,24143,24394,24693,24963,25205,25384,25546,25686,25818,25911,25919,25937,26668,27540,28692,29923,31143,34407,35459,36379,36355,36496,37569,38104,38029,37587,37363,38092,38170,37418,39157,43258,46565,47931,48156,48471,48413,48420,47883,47144,46725,46291,46169,45070,43203,42281,42176,41224,40025,38546,37322,35760,34274,32501,31293,31071,30587,30590,30365,30512,31218,33154,33447,32998,32195,31710,32765,34245,35376,35748,34049,33627,32727,31308,30736,28936,27898,26421,24364,22850,21159,19681,18526,16726,15763,14399,10956,9307,8346,34097
0,British Columbia,2033,F,3073942,22666,22883,23097,23327,23553,23768,23915,24044,24143,24237,24309,24303,24268,24890,25727,27329,28356,29426,31838,33274,34468,34907,35257,36431,37415,38248,38111,37797,38688,39026,38391,39844,43591,46040,46280,46084,45484,46176,45400,44961,44660,44921,44568,44577,43748,42712,41663,41487,40547,40001,39209,38644,37180,36400,34710,33727,33487,33866,33570,33551,33895,34492,36910,37180,37021,35795,34853,36205,37611,39413,39260,37616,37521,37018,35880,35041,33580,32395,31216,29387,27332,25511,24036,23002,21051,19869,18631,14380,12519,11460,58682
0,British Columbia,2033,T,6042932,46548,47026,47491,48020,48516,48973,49299,49590,49829,50055,50220,50222,50205,51558,53267,56021,58279,60569,66245,68733,70847,71262,71753,74000,75519,76277,75698,75160,76780,77196,75809,79001,86849,92605,94211,94240,93955,94589,93820,92844,91804,91646,90859,90746,88818,85915,83944,83663,81771,80026,77755,75966,72940,70674,67211,65020,64558,64453,64160,63916,64407,65710,70064,70627,70019,67990,66563,68970,71856,74789,75008,71665,71148,69745,67188,65777,62516,60293,57637,53751,50182,46670,43717,41528,37777,35632,33030,25336,21826,19806,92779
0,British Columbia,2034,M,3000579,23932,24199,24466,24790,25089,25362,25565,25746,25893,26032,26141,26174,26227,26376,27366,28516,29525,31319,33817,35951,36371,37092,37022,37140,38291,38959,39143,38758,38701,39389,39361,38476,40120,44186,47391,48615,48700,48963,48811,48824,48238,47448,47013,46521,46316,45165,43221,42262,42157,41169,39920,38433,37176,35658,34209,32456,31240,31040,30558,30581,30370,30512,31201,33102,33328,32861,32009,31522,32543,33934,35060,35351,33631,33141,32150,30692,30032,28201,27100,25584,23474,21946,20223,18704,17513,15714,14713,13341,10069,8471,36507
0,British Columbia,2034,F,3108940,22713,22937,23165,23419,23674,23917,24087,24236,24345,24443,24527,24545,24557,24686,25623,26825,28267,29693,31841,33232,34276,35186,35722,36132,37514,38668,39702,39429,39192,40007,40324,39338,40661,44410,46723,47039,46653,45950,46600,45761,45290,44974,45190,44811,44759,43910,42839,41741,41558,40599,40041,39260,38724,37263,36466,34775,33751,33501,33916,33643,33658,33986,34570,37002,37206,37048,35784,34816,36145,37476,39239,39060,37342,37198,36601,35413,34495,32996,31755,30539,28666,26599,24746,23221,22116,20140,18906,17627,13518,11692,62350
0,British Columbia,2034,T,6109519,46645,47136,47631,48209,48763,49279,49652,49982,50238,50475,50668,50719,50784,51062,52989,55341,57792,61012,65658,69183,70647,72278,72744,73272,75805,77627,78845,78187,77893,79396,79685,77814,80781,88596,94114,95654,95353,94913,95411,94585,93528,92422,92203,91332,91075,89075,86060,84003,83715,81768,79961,77693,75900,72921,70675,67231,64991,64541,64474,64224,64028,64498,65771,70104,70534,69909,67793,66338,68688,71410,74299,74411,70973,70339,68751,66105,64527,61197,58855,56123,52140,48545,44969,41925,39629,35854,33619,30968,23587,20163,98857
0,British Columbia,2035,M,3031660,23983,24248,24522,24861,25186,25487,25721,25927,26092,26239,26354,26403,26481,26665,27073,28342,29349,30922,33994,35361,36862,37083,37758,37665,37861,39144,40072,40312,40094,39996,40578,40417,39438,41049,45012,48074,49158,49192,49360,49214,49178,48541,47735,47242,46668,46409,45179,43199,42242,42100,41061,39803,38283,37070,35589,34158,32399,31209,31010,30551,30587,30373,30502,31164,32989,33193,32675,31825,31317,32256,33642,34681,34925,33155,32568,31529,30002,29283,27408,26257,24666,22561,20991,19236,17698,16470,14684,13648,12276,9178,38746
0,British Columbia,2035,F,3143447,22762,22984,23218,23487,23765,24037,24235,24408,24538,24645,24731,24761,24799,24975,25419,26722,27764,29605,32108,33236,34234,34995,36001,36595,37213,38765,40120,41018,40821,40509,41303,41269,40154,41480,45092,47481,47606,47119,46374,46959,46089,45603,45243,45432,44992,44919,44036,42916,41811,41608,40637,40091,39338,38804,37328,36527,34796,33766,33553,33989,33750,33751,34067,34672,37032,37235,37034,35746,34768,36024,37320,39045,38780,37028,36788,36135,34871,33907,32357,31080,29805,27912,25816,23922,22344,21178,19182,17907,16597,12643,65966
0,British Columbia,2035,T,6175107,46745,47232,47740,48348,48951,49524,49956,50335,50630,50884,51085,51164,51280,51640,52492,55064,57113,60527,66102,68597,71096,72078,73759,74260,75074,77909,80192,81330,80915,80505,81881,81686,79592,82529,90104,95555,96764,96311,95734,96173,95267,94144,92978,92674,91660,91328,89215,86115,84053,83708,81698,79894,77621,75874,72917,70685,67195,64975,64563,64540,64337,64124,64569,65836,70021,70428,69709,67571,66085,68280,70962,73726,73705,70183,69356,67664,64873,63190,59765,57337,54471,50473,46807,43158,40042,37648,33866,31555,28873,21821,104712
0,British Columbia,2036,M,3062250,24046,24299,24570,24916,25256,25583,25847,26082,26273,26437,26560,26616,26710,26919,27362,28050,29176,30746,33596,35537,36273,37574,37749,38399,38385,38713,40255,41238,41646,41387,41183,41632,41377,40367,41876,45695,48616,49649,49588,49763,49568,49481,48827,47963,47387,46760,46420,45153,43177,42184,41989,40939,39649,38174,36997,35534,34095,32364,31179,31002,30559,30591,30366,30472,31067,32861,33009,32490,31623,31049,31990,33290,34275,34441,32594,31952,30834,29268,28475,26571,25331,23723,21596,19983,18217,16660,15406,13636,12573,11204,41356
0,British Columbia,2036,F,3177481,22822,23032,23264,23540,23832,24128,24354,24556,24709,24837,24933,24966,25015,25216,25708,26518,27661,29102,32020,33503,34237,34952,35809,36874,37676,38463,40215,41434,42409,42136,41804,42246,42083,40971,42161,45849,48048,48071,47541,46733,47286,46402,45871,45485,45613,45152,45043,44110,42984,41860,41644,40686,40167,39417,38866,37387,36546,34809,33818,33629,34098,33845,33834,34173,34714,37064,37224,36993,35697,34660,35884,37148,38772,38460,36628,36328,35592,34288,33263,31682,30347,29036,27106,24974,23037,21414,20191,18188,16880,15549,70209
0,British Columbia,2036,T,6239731,46868,47331,47834,48456,49088,49711,50201,50638,50982,51274,51493,51582,51725,52135,53070,54568,56837,59848,65616,69040,70510,72526,73558,75273,76061,77176,80470,82672,84055,83523,82987,83878,83460,81338,84037,91544,96664,97720,97129,96496,96854,95883,94698,93448,93000,91912,91463,89263,86161,84044,83633,81625,79816,77591,75863,72921,70641,67173,64997,64631,64657,64436,64200,64645,65781,69925,70233,69483,67320,65709,67874,70438,73047,72901,69222,68280,66426,63556,61738,58253,55678,52759,48702,44957,41254,38074,35597,31824,29453,26753,111565
0,British Columbia,2037,M,3092417,24135,24361,24621,24964,25311,25654,25942,26207,26428,26618,26758,26822,26923,27148,27617,28339,28884,30572,33421,35140,36449,36984,38238,38390,39118,39236,39823,41420,42570,42937,42572,42236,42591,42303,41192,42560,46239,49107,50045,49991,50116,49871,49765,49054,48107,47477,46770,46391,45126,43116,42072,41864,40782,39535,38096,36937,35466,34055,32331,31173,31010,30565,30586,30340,30383,30956,32684,32827,32289,31358,30804,31667,32913,33812,33869,31990,31261,30093,28475,27620,25651,24379,22725,20577,18943,17167,15601,14324,12579,11492,45507
